,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10x17,3.687497,-5.872349,0.8559826,-3.5908437,9.916466,-6.6527243,2.884128,7.706895,0.20340985,6.8590593,-1.6694032,8.686228,-6.8071966,1.3784052,-9.402563,-0.042767525,-1.6095366,1.3404102,-4.786207,3.0975425,5.2514005,-2.0515556,1.9873266,4.106704,-4.7978396,2.247644,4.243254,4.791417,5.840036,-4.379029
10x18,4.967558,-6.700037,2.4163811,-3.0974796,8.418655,-4.5873384,2.1886084,8.532611,-1.0315461,8.942544,-2.5434794,9.339394,-6.432312,1.2798727,-11.727209,-2.0770998,1.0299902,-0.9588085,-4.239515,3.5887318,6.788583,-1.0826669,2.2218685,4.927163,-3.4634166,1.8619086,5.079407,3.6207747,7.2529416,-4.527065
11x12,5.6886387,-5.559703,-0.69088376,-6.9105353,10.166475,-7.1862926,2.7930808,6.479738,3.7436218,2.4989598,-1.3401484,4.3680243,3.6064594,4.3924704,-11.133607,-0.01775229,-5.3954268,-4.2479415,-2.6501474,-0.4593277,1.6353954,-6.1585336,8.188798,-2.0307095,-6.619173,7.3322206,0.52825963,7.3653026,3.2558413,0.5236382
11x13,4.397547,-3.9825277,-2.936191,-6.0752754,8.66384,-7.3893037,1.1415389,7.2680726,2.524151,1.7417619,-3.1005564,5.9911003,0.56078416,1.1175218,-9.1063385,3.31658,-5.4932246,0.5951711,-2.1146255,-0.7551097,1.9601495,-5.116987,3.6455526,-0.07283461,-7.390686,3.4035017,0.2632327,5.6163197,3.706758,-0.79595083
11x14,3.5266407,-3.719585,-3.1124759,-6.0872717,8.934098,-8.464969,0.78623956,7.2610445,2.034031,1.3551433,-3.3077788,6.896705,-0.16805315,1.2946616,-7.9360538,2.5053797,-6.2501626,1.8930315,-3.2843323,0.04749739,2.6281185,-5.297421,2.6459384,0.17360562,-7.1736784,3.7483518,-0.0648132,5.3238945,3.5052135,-2.4767208
11x15,2.586529,-3.24563,-3.8213296,-5.4653068,8.71724,-8.439741,0.033921063,7.112544,1.0303483,1.5352235,-3.3680472,8.366076,-2.846452,0.2551509,-6.6688695,3.3630931,-6.0247455,4.5940847,-4.2673335,1.6508749,3.5176454,-4.389245,-0.30143374,1.9096389,-6.8269815,1.922387,0.9537697,3.8820987,3.7153704,-4.4239516
11x16,2.5204859,-3.7965922,-3.1358404,-5.078119,9.65863,-8.5415535,1.0517423,7.380058,0.8516567,3.217976,-3.1505961,8.302628,-4.9088507,0.80010635,-7.30016,2.8420217,-5.376517,3.85203,-4.7288475,2.005419,3.8019757,-3.9637249,0.9165057,2.382101,-6.2766623,1.9993793,1.4758489,4.4343166,3.6976233,-4.055249
11x17,3.9250567,-5.9688797,0.6226232,-3.4177566,10.09103,-6.7442317,2.5254095,7.19316,-0.5005954,6.222994,-2.1008112,9.127683,-6.6393995,0.7684393,-9.320953,0.40574145,-1.43403,0.45269293,-5.000272,3.4995058,5.796791,-2.2492933,1.8402414,4.617734,-4.3533864,1.7908376,4.054585,3.492388,5.752434,-4.0007715
12x12,5.183915,-2.1090684,-1.7022382,-5.9598036,8.182702,-7.999651,-0.41889042,6.8636146,0.7455257,0.32486564,-2.9591634,5.737217,1.8203142,1.0661788,-8.658054,1.108753,-5.918702,-0.5140116,-2.9626217,0.16865194,2.3775325,-6.193047,3.050941,-1.7300668,-6.7681665,4.404097,0.7944967,6.1255436,3.4224668,-1.4711261
12x13,4.4417734,-2.5525904,-3.1811721,-6.2910757,7.832943,-7.950513,-0.35392457,7.2992177,1.2315941,0.7532982,-3.3749733,6.6732397,1.3263686,0.6436194,-7.9569416,2.145217,-6.1078033,1.5110459,-3.4716153,-0.23967218,2.703825,-5.263702,2.1584322,-0.46116722,-6.8307652,3.8055885,-0.12785101,5.8745933,4.075736,-2.451037
12x14,3.314098,-1.7662402,-4.7163568,-6.0340943,7.4726343,-8.70707,-1.4896603,7.2833133,0.62536854,0.05286403,-3.9950697,7.788101,-0.7559748,-0.6058155,-6.439023,3.7888737,-6.523653,5.0404425,-3.6837285,0.06419206,3.2230802,-4.934373,-0.49843842,0.27751547,-7.2745695,1.853507,-0.30515802,4.399635,3.6778076,-3.7506428
12x15,2.6856637,-2.4541874,-4.913108,-6.025281,7.828561,-8.837885,-1.3456692,7.7973113,0.6200013,0.34372395,-4.553113,7.958025,-1.3758681,-0.68149406,-6.400085,3.8086555,-6.774727,4.7183,-3.8279438,0.6703874,3.614374,-4.4117303,-0.34115922,1.2811879,-6.6956997,2.0091944,-0.61412615,3.45254,3.7733943,-3.939704
12x16,2.8054738,-3.7159991,-3.1613057,-4.7801485,9.607235,-8.158725,0.59215957,7.09772,0.67341614,2.0826192,-2.9682293,8.218281,-3.6887746,-0.046647668,-6.8373623,3.308374,-5.4148293,3.726137,-4.766362,1.9896584,3.9084373,-3.7778013,-0.13046718,2.7437067,-6.8045387,1.9340223,1.2062384,3.2688327,4.216916,-4.0810547
12x17,2.8601654,-4.7087994,-0.4145216,-3.2342138,11.107553,-7.592355,2.2194138,8.197118,-0.79251784,5.618227,-1.9488766,7.7301836,-6.086501,0.588699,-7.269926,2.6736217,-2.7648067,0.8838845,-6.4404097,2.8153744,5.039337,-3.091333,1.4774506,4.397273,-6.1593623,3.188615,1.8345683,3.6634552,5.3484354,-3.1487298
