,RMSE,MAPE,SNR,PCC,ModelName,hoMR,impMR,redMR,cvFold
0,0.9037540732720805,0.10615381638145399,3.369629768146296,0.7455616401948709,spImpute,0.41485131014979454,4.2178668841211374e-05,0.41480913148095333,0
0,0.9256655369480086,0.108125342559533,3.342998772228306,0.7330555673895409,mcImpute,0.41485131014979454,0.0001024339100429419,0.4147488762397516,0
0,1.0860115725581483,0.11722609547460061,2.973536859315828,0.7261907854797035,MAGIC,0.41485131014979454,0.0,0.41485131014979454,0
0,1.5768376698392548,0.1607238770775893,2.463035315097838,0.6091061840356681,spKNN,0.41485131014979454,0.009669459831847707,0.40518185031794685,0
0,2.475087824370524,0.25136408522255427,2.1544097597401315,0.35085334626628656,knnSmooth,0.41485131014979454,0.04551429856873717,0.36933701158105736,0
0,6.557500216282364,0.8838451374939998,-2.9064364719336364,0.6763788552887076,SAVER,0.41485131014979454,0.0,0.41485131014979454,0
0,0.8930319689213899,0.10521782227181893,3.38302194816242,0.7517459855636144,spImpute,0.41485131014979454,2.259571545064895e-05,0.4148287144343439,1
0,0.9230717514260032,0.10805164308027795,3.3438942090044197,0.734293708939389,mcImpute,0.41485131014979454,0.0001024339100429419,0.4147488762397516,1
0,1.0845624685505466,0.11697678922109361,2.9768362671342543,0.7259276961190977,MAGIC,0.41485131014979454,0.0,0.41485131014979454,1
0,1.587453380649348,0.16155606924466534,2.45656866678007,0.6059973475902688,spKNN,0.41485131014979454,0.009748293772419972,0.40510301637737456,1
0,2.4938242769695917,0.2533443880805906,2.14002441597221,0.3512412015748785,knnSmooth,0.41485131014979454,0.0456408345752608,0.36921047557453374,1
0,6.555073572979076,0.8837685864423483,-2.9053906807885164,0.6770372030293305,SAVER,0.41485131014979454,0.0,0.41485131014979454,1
0,0.9001699152135471,0.10576120136576597,3.375214028338894,0.7474677410920233,spImpute,0.41485131014979454,3.8663779771110426e-05,0.4148126463700234,2
0,0.9276785401820719,0.10836903782182103,3.3395820357778416,0.7314897578369743,mcImpute,0.41485131014979454,0.00010645092612305727,0.4147448592236715,2
0,1.0888925933642455,0.11733182516848976,2.9717348884107166,0.7237509440675984,MAGIC,0.41485131014979454,0.0,0.41485131014979454,2
0,1.5816099311931469,0.16112031746138727,2.4588541069996497,0.6068875456720244,spKNN,0.41485131014979454,0.009734736343149582,0.40511657380664495,2
0,2.5090277327149275,0.2541792755500513,2.131916185157812,0.3460947614527989,knnSmooth,0.41485131014979454,0.04687154787680615,0.3679797622729884,2
0,6.553334287028949,0.8835420390183694,-2.902031832225753,0.6773153896846421,SAVER,0.41485131014979454,0.0,0.41485131014979454,2
0,0.89906203766064,0.10582714838317915,3.3749506577577093,0.7480428854185018,spImpute,0.41485131014979454,2.6110604520749898e-05,0.4148251995452738,3
0,0.9249887626055391,0.10812937779521531,3.342668937891927,0.7329938057187018,mcImpute,0.41485131014979454,9.28934968526679e-05,0.4147584166529419,3
0,1.0874765101044028,0.11729944314707977,2.972330752412559,0.7248709423299029,MAGIC,0.41485131014979454,0.0,0.41485131014979454,3
0,1.5776965482540712,0.16061573605768434,2.4643733904110072,0.6075002247767859,spKNN,0.41485131014979454,0.009571042937884881,0.4052802672119097,3
0,2.4914219440845073,0.25275088031118204,2.143864567791849,0.348858915050491,knnSmooth,0.41485131014979454,0.04509150762630503,0.3697598025234895,3
0,6.56006771243889,0.8842557078953378,-2.912313387166405,0.6747647529697542,SAVER,0.41485131014979454,0.0,0.41485131014979454,3
0,0.9054842781629652,0.10665302689303519,3.3645980771952813,0.74503202515022,spImpute,0.419010930300754,4.51914309012979e-05,0.41896573886985267,4
0,0.9241890657811763,0.10835328147185778,3.3401737871419623,0.733921384648973,mcImpute,0.419010930300754,9.088498881261022e-05,0.4189200453119414,4
0,1.0940494231148714,0.11793580050319438,2.961529326122188,0.72383798251185,MAGIC,0.419010930300754,0.0,0.419010930300754,4
0,1.6002022945980934,0.16298784208051564,2.439536752869848,0.6041482635533514,spKNN,0.419010930300754,0.010062625280688998,0.40894830502006496,4
0,2.5166147514083375,0.2548784273672725,2.1258988569540573,0.345220327588429,knnSmooth,0.419010930300754,0.04699456899425968,0.3720163613064943,4
0,6.557962496041169,0.8847702086337977,-2.919429066287015,0.67890665479847,SAVER,0.419010930300754,0.0,0.419010930300754,4
