,RMSE,MAPE,SNR,PCC,ModelName,hoMR,impMR,redMR,cvFold
0,0.9077516070926828,0.07335709184897475,3.858702803577706,0.7970814477493275,spImpute,0.4553589353830269,0.0005377577652221298,0.4548211776178048,0
0,1.0836834619205788,0.08165169146036619,3.7103601788570675,0.733985863580835,mcImpute,0.4553589353830269,0.002298018183382568,0.45306091719964436,0
0,1.0909452021234616,0.08939287462949208,3.40012721595711,0.7844055929962838,MAGIC,0.4553589353830269,0.0,0.4553589353830269,0
0,1.8760996351395325,0.1282206410570833,2.821482176770743,0.5887986497232336,spKNN,0.4553589353830269,0.02591275418017036,0.42944618120285655,0
0,3.193869638523477,0.21587791792399694,2.2804818960237925,0.35849379489624666,knnSmooth,0.4553589353830269,0.0800542059827344,0.3753047294002925,0
0,9.065433983841414,0.9243976263130128,-3.569991321517004,0.6714252093732532,SAVER,0.4553589353830269,0.0,0.4553589353830269,0
0,0.9100665067966837,0.0729108656777832,3.865403616572445,0.7948819025757632,spImpute,0.4553589353830269,0.0006847448877161786,0.4546741904953107,1
0,1.0977712404353999,0.08166237186601691,3.708395479439068,0.7284665779697111,mcImpute,0.4553589353830269,0.0026170877907476984,0.4527418475922792,1
0,1.0939296952157103,0.08953275979397396,3.3967603597969567,0.7839469845267873,MAGIC,0.4553589353830269,0.0,0.4553589353830269,1
0,1.8857680809673032,0.12915762302557077,2.806740399609869,0.5886952092830282,spKNN,0.4553589353830269,0.02574425674706743,0.4296146786359595,1
0,3.238975280627219,0.21883821080635776,2.2574695152529616,0.35937435035410215,knnSmooth,0.4553589353830269,0.08556443055037714,0.36979450483264975,1
0,9.082918474691157,0.9253252364309621,-3.5895249034233574,0.6636405615623687,SAVER,0.4553589353830269,0.0,0.4553589353830269,1
0,0.9221538545185695,0.07321616406698184,3.8578755223354357,0.7890792628524665,spImpute,0.4553589353830269,0.0007134253018613589,0.45464551008116555,2
0,1.1081717089864145,0.08161948942845895,3.706207872626262,0.7233730848392742,mcImpute,0.4553589353830269,0.002606332635443256,0.45275260274758367,2
0,1.0973265304601572,0.08963208676485149,3.394171673998979,0.7815972281246389,MAGIC,0.4553589353830269,0.0,0.4553589353830269,2
0,1.8974182623986056,0.12909560313188284,2.805422053473162,0.5812002184493187,spKNN,0.4553589353830269,0.026461267100696934,0.42889766828233,2
0,3.1974458734667057,0.21668765658481198,2.274702379998296,0.3670971362626229,knnSmooth,0.4553589353830269,0.08134123956749935,0.3740176958155276,2
0,9.079526443904195,0.9247619118487356,-3.577960197910644,0.6673689098124053,SAVER,0.4553589353830269,0.0,0.4553589353830269,2
0,0.9076531528966586,0.07297145681986138,3.8636337154916967,0.7961657687596457,spImpute,0.4553589353830269,0.0005377577652221298,0.4548211776178048,3
0,1.106001921353358,0.08199302147427262,3.701043338909024,0.7255401350495526,mcImpute,0.4553589353830269,0.002635013049588436,0.4527239223334385,3
0,1.0966781785149176,0.08961669099771258,3.393064791299089,0.7830176557814563,MAGIC,0.4553589353830269,0.0,0.4553589353830269,3
0,1.8895747067667021,0.12844626973538478,2.813750887709906,0.5866560834447901,spKNN,0.4553589353830269,0.02603106088851923,0.42932787449450766,3
0,3.204643781396752,0.2169110653321306,2.275238185220665,0.3625874827781886,knnSmooth,0.4553589353830269,0.08331660309174864,0.37204233229127825,3
0,9.079573119389236,0.9247437652076056,-3.578239355342485,0.661890716813238,SAVER,0.4553589353830269,0.0,0.4553589353830269,3
0,0.9187144097748111,0.07358526266569576,3.8547078531740655,0.7905268809016018,spImpute,0.46219921415665244,0.0006237990076576706,0.46157541514899475,4
0,1.1055739234783415,0.08229767040931668,3.6983661204442435,0.7238256184027853,mcImpute,0.46219921415665244,0.0024485903576447646,0.45975062379900766,4
0,1.109085282555717,0.09072762675571945,3.372028086021132,0.781810982385108,MAGIC,0.46219921415665244,0.0,0.46219921415665244,4
0,1.8833433502809422,0.12972028034182875,2.7980485052608137,0.5884364997237614,spKNN,0.46219921415665244,0.026923738778787967,0.4352754753778645,4
0,3.175298968529599,0.21437377146848569,2.2918859742637747,0.3604817467246881,knnSmooth,0.46219921415665244,0.08207976023173774,0.3801194539249147,4
0,9.071864790603204,0.9256382961940651,-3.5974093282863113,0.6645209903930657,SAVER,0.46219921415665244,0.0,0.46219921415665244,4
